transaction_id,product_id,customer_id,transaction_date,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
11438,28,2081,2017-12-19,1,Norco Bicycles,Standard,medium,small,1216,1082,1991-08-07
11439,0,179,2017-11-20,1,Trek Bicycles,Standard,medium,medium,499,388,1999-06-25
11442,63,739,2017-10-15,0,Solex,Standard,medium,medium,1483,99,1998-12-19
11451,20,2686,2017-10-16,1,Trek Bicycles,Standard,medium,small,1775,1580,2010-05-07
11452,43,2428,2017-11-23,0,Solex,Standard,medium,medium,1151,649,2007-12-13
11454,92,2738,2017-11-01,0,WeareA2B,Standard,medium,small,1415,1259,2003-01-07
11456,69,3339,2017-11-22,1,Giant Bicycles,Road,medium,medium,792,594,1992-10-04
11461,47,1098,2017-12-22,0,Trek Bicycles,Road,low,small,1720,1531,2001-11-27
11466,59,2330,2017-12-26,0,Solex,Standard,medium,large,1061,733,1993-07-22
11470,42,2452,2017-12-21,1,OHM Cycles,Road,medium,small,1810,1610,2012-06-06
11477,96,382,2017-11-25,0,WeareA2B,Road,low,small,1172,1043,1994-08-12
11478,59,1858,2017-10-20,0,WeareA2B,Standard,medium,small,1415,1259,1994-08-12
11479,18,323,2017-11-25,0,Solex,Standard,medium,medium,575,431,1993-05-28
11480,6,768,2017-12-13,1,OHM Cycles,Standard,high,medium,227,136,2003-02-09
11492,35,1821,2017-12-06,0,Giant Bicycles,Standard,medium,medium,1403,954,2012-12-04
11497,27,3478,2017-12-01,0,Trek Bicycles,Standard,medium,medium,499,388,1999-06-25
11499,55,1317,2017-10-18,1,Trek Bicycles,Road,medium,large,1894,598,2003-08-07
11505,41,748,2017-10-14,1,Norco Bicycles,Standard,low,medium,958,748,2005-12-09
11510,12,1065,2017-10-12,1,WeareA2B,Standard,medium,medium,1231,161,2004-08-19
11519,31,1357,2017-12-18,0,WeareA2B,Standard,medium,medium,752,205,2015-08-04
11522,22,76,2017-12-29,1,Solex,Standard,medium,medium,575,431,1996-04-07
11529,80,2247,2017-12-01,0,Trek Bicycles,Standard,medium,large,1469,596,2012-05-20
11542,8,1282,2017-10-17,0,Solex,Road,medium,small,1703,1516,2016-07-11
11546,55,441,2017-10-29,1,Trek Bicycles,Road,medium,large,1894,598,2003-07-23
11551,16,2980,2017-12-15,1,Norco Bicycles,Standard,high,small,1661,1479,1994-09-11
11552,70,2056,2017-11-06,0,Norco Bicycles,Road,medium,medium,1036,206,1991-05-08
11558,97,1027,2017-11-13,1,Solex,Standard,medium,large,202,151,2016-03-31
11563,1,570,2017-10-18,0,Giant Bicycles,Standard,medium,medium,1403,954,2012-09-17
11564,36,2929,2017-12-29,1,Solex,Standard,low,medium,945,507,1995-12-21
11569,52,2023,2017-11-17,0,Solex,Road,medium,large,1777,820,2011-05-09
11573,82,3387,2017-10-09,1,Norco Bicycles,Standard,high,medium,1148,689,2016-12-08
11576,16,3072,2017-10-24,0,Norco Bicycles,Standard,high,small,1661,1479,2011-05-09
11585,27,3436,2017-12-08,1,Trek Bicycles,Standard,medium,medium,499,388,2003-03-20
11588,64,1490,2017-10-17,1,Trek Bicycles,Standard,medium,large,1469,596,2010-08-22
11593,78,3335,2017-12-20,0,Giant Bicycles,Standard,medium,large,1765,709,2004-07-27
11595,5,2485,2017-12-26,0,Trek Bicycles,Mountain,low,medium,574,459,2003-02-09
11607,67,974,2017-10-24,0,Norco Bicycles,Road,medium,medium,544,376,2015-04-13
11610,86,2774,2017-10-07,1,OHM Cycles,Standard,medium,medium,235,125,2004-08-09
11611,89,2433,2017-11-22,0,Giant Bicycles,Standard,medium,large,1812,582,2006-10-03
11613,13,315,2017-10-01,0,Solex,Standard,medium,medium,1163,589,2016-07-11
11617,38,1808,2017-10-15,1,Trek Bicycles,Standard,medium,large,2091,388,2011-08-26
11619,48,1933,2017-11-19,1,WeareA2B,Standard,medium,medium,1762,950,2014-07-30
11621,61,1895,2017-10-13,1,OHM Cycles,Standard,low,medium,71,56,2015-06-19
11622,97,926,2017-11-28,1,Solex,Standard,medium,large,202,151,2016-03-31
11624,22,153,2017-10-27,0,WeareA2B,Standard,medium,medium,60,45,2016-02-06
11626,67,669,2017-12-13,1,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
11630,100,996,2017-10-28,1,Norco Bicycles,Road,medium,medium,1036,206,2014-10-12
11639,29,918,2017-12-14,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
11647,21,2772,2017-11-30,1,Solex,Standard,medium,large,1071,380,2016-02-06
11649,80,1232,2017-10-11,1,OHM Cycles,Touring,low,medium,1073,933,1997-01-27
11650,0,3035,2017-11-22,0,Trek Bicycles,Road,medium,medium,533,400,2012-06-06
11653,40,497,2017-11-01,0,OHM Cycles,Standard,high,medium,1458,874,2008-03-21
11657,0,2981,2017-10-18,0,Solex,Standard,medium,medium,71,53,2012-09-17
11666,17,1723,2017-12-13,1,Solex,Standard,high,medium,1024,614,2011-05-09
11669,80,2033,2017-12-19,0,Trek Bicycles,Standard,medium,large,1469,596,2012-05-20
11670,0,971,2017-11-12,1,Trek Bicycles,Standard,medium,medium,499,388,1999-06-25
11671,20,2785,2017-11-15,0,Trek Bicycles,Standard,medium,small,1775,1580,2014-03-05
11679,32,1991,2017-12-29,0,Giant Bicycles,Standard,medium,medium,642,211,2003-03-20
11682,23,177,2017-11-23,0,Norco Bicycles,Standard,medium,medium,1198,381,1998-12-18
11683,29,1329,2017-11-28,1,Norco Bicycles,Road,medium,medium,543,407,2016-11-24
11684,69,1358,2017-12-27,0,Norco Bicycles,Road,medium,large,1240,795,2011-01-12
11685,85,2736,2017-11-04,1,WeareA2B,Standard,medium,medium,752,205,1993-04-22
11691,50,1009,2017-10-25,0,Giant Bicycles,Standard,medium,medium,642,211,1992-10-13
11701,93,1453,2017-12-30,1,OHM Cycles,Standard,high,medium,1458,874,2006-02-04
11714,47,49,2017-11-24,0,Trek Bicycles,Road,low,small,1720,1531,2006-10-03
11715,99,3404,2017-10-14,1,OHM Cycles,Standard,medium,medium,1227,770,1994-08-12
11717,32,1251,2017-10-30,0,Giant Bicycles,Standard,medium,medium,642,211,2002-03-24
11720,15,3472,2017-12-25,0,Norco Bicycles,Standard,low,medium,958,748,1996-04-07
11722,9,365,2017-11-10,0,Norco Bicycles,Standard,medium,small,1216,1082,1991-08-07
11728,67,3048,2017-12-26,0,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
11729,54,1548,2017-11-23,1,WeareA2B,Standard,medium,medium,1292,13,1997-10-06
11732,96,2717,2017-11-16,0,WeareA2B,Road,low,small,1172,1043,2002-10-12
11734,58,2998,2017-10-25,0,OHM Cycles,Road,medium,medium,1280,829,2003-07-23
11735,84,1624,2017-10-23,0,Trek Bicycles,Road,medium,medium,290,215,1993-04-22
11737,23,3121,2017-11-06,0,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
11739,0,2805,2017-12-27,1,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
11740,77,2233,2017-10-22,0,Norco Bicycles,Road,medium,large,1240,795,1997-01-27
11746,31,421,2017-11-04,1,Giant Bicycles,Standard,medium,medium,230,173,1994-07-14
11749,98,2534,2017-11-15,0,Trek Bicycles,Standard,high,medium,358,215,1991-05-08
11750,72,2804,2017-10-28,1,Norco Bicycles,Standard,medium,medium,360,270,2003-09-11
11752,85,3247,2017-11-16,0,WeareA2B,Standard,medium,medium,752,205,2015-08-04
11753,4,804,2017-11-19,0,Solex,Standard,medium,medium,1483,99,2010-11-07
11754,44,3105,2017-12-20,0,WeareA2B,Standard,medium,medium,1769,108,2011-05-11
11758,0,3390,2017-12-12,0,Solex,Standard,medium,medium,441,84,1993-04-14
11761,70,3197,2017-11-05,1,Norco Bicycles,Road,medium,medium,1036,206,1991-05-08
11763,23,1751,2017-11-16,1,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
11764,34,2234,2017-11-03,1,Norco Bicycles,Road,high,large,774,464,2003-03-20
11767,93,3476,2017-11-10,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
11769,42,1771,2017-11-21,1,OHM Cycles,Road,medium,small,1810,1610,2007-12-13
11790,95,3148,2017-10-01,0,OHM Cycles,Touring,low,medium,1073,933,2004-08-09
11792,94,3264,2017-12-07,0,Giant Bicycles,Standard,medium,large,1635,993,1991-05-08
11794,28,564,2017-10-02,0,Solex,Road,medium,small,1703,1516,2011-04-18
11795,33,877,2017-12-13,0,Giant Bicycles,Standard,medium,small,1311,1167,1994-07-14
11799,77,1885,2017-11-17,0,WeareA2B,Standard,medium,medium,1769,108,2012-06-06
11807,49,2072,2017-12-22,0,Trek Bicycles,Road,medium,medium,533,400,2003-07-23
11810,74,2852,2017-12-05,1,WeareA2B,Standard,medium,medium,1762,950,2014-07-30
11813,40,1313,2017-12-05,0,OHM Cycles,Standard,high,medium,1458,874,2006-02-04
11815,38,1702,2017-11-15,1,Solex,Standard,medium,medium,1577,826,2011-03-18
11819,20,155,2017-12-22,0,Trek Bicycles,Standard,medium,small,1775,1580,2010-05-07
11820,37,2428,2017-10-02,0,OHM Cycles,Standard,low,medium,1793,248,2011-05-11
11832,49,588,2017-12-11,0,Trek Bicycles,Road,medium,medium,533,400,2012-06-06
11836,81,1870,2017-10-06,0,Norco Bicycles,Standard,medium,small,586,521,1991-07-12
11838,97,825,2017-11-10,0,Solex,Standard,medium,large,202,151,1991-05-08
11840,95,2685,2017-11-16,1,Giant Bicycles,Standard,medium,large,569,528,2003-09-12
11847,23,2834,2017-10-25,1,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
11848,40,1131,2017-11-07,0,OHM Cycles,Standard,high,medium,1458,874,2006-02-04
11849,54,549,2017-11-20,1,WeareA2B,Standard,medium,medium,1292,13,1997-08-27
11852,9,2951,2017-10-06,0,Norco Bicycles,Standard,medium,small,1216,1082,1991-08-07
11861,93,1367,2017-10-12,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
11868,45,2815,2017-12-03,0,Solex,Standard,medium,medium,441,84,1993-04-14
11873,4,51,2017-11-03,1,Giant Bicycles,Standard,high,medium,1129,677,2005-08-11
11887,26,2684,2017-10-03,0,WeareA2B,Standard,medium,medium,1992,762,2006-11-12
11888,77,2601,2017-11-06,0,Norco Bicycles,Road,medium,large,1240,795,2011-01-12
11889,40,1252,2017-12-21,1,OHM Cycles,Standard,high,medium,1458,874,1991-08-07
11905,23,237,2017-12-04,1,Norco Bicycles,Standard,medium,medium,1198,381,2000-11-05
11909,46,312,2017-12-02,1,Solex,Standard,low,medium,1289,74,1997-02-11
11914,4,1475,2017-11-12,1,Giant Bicycles,Standard,high,medium,1129,677,1995-12-21
11920,17,587,2017-10-26,0,Solex,Standard,high,medium,1024,614,2013-03-14
11924,41,2464,2017-12-24,0,Solex,Road,medium,medium,416,312,1997-05-12
11925,41,1621,2017-10-09,1,Solex,Road,medium,medium,416,312,1997-05-12
11930,65,2779,2017-12-19,1,WeareA2B,Standard,medium,medium,1807,778,2002-09-02
11934,19,2029,2017-11-11,0,OHM Cycles,Road,high,large,12,7,2009-03-10
11940,18,1646,2017-11-25,1,Solex,Standard,medium,medium,575,431,2009-03-10
11942,52,1742,2017-10-22,1,Solex,Road,medium,large,1777,820,2011-05-09
11947,49,738,2017-10-22,0,Trek Bicycles,Road,medium,medium,533,400,2009-04-14
11951,36,72,2017-11-10,1,Solex,Standard,low,medium,945,507,2011-03-18
11957,0,1600,2017-10-12,1,WeareA2B,Standard,medium,medium,60,45,1993-07-17
11961,87,2922,2017-10-24,0,Giant Bicycles,Standard,high,medium,1179,707,2013-06-11
11962,5,1388,2017-12-11,0,Trek Bicycles,Mountain,low,medium,574,459,2011-08-31
11968,36,1498,2017-11-18,0,Solex,Standard,low,medium,945,507,2010-06-09
11969,17,1884,2017-12-06,1,Solex,Standard,high,medium,1024,614,2009-03-10
11970,15,3144,2017-10-27,1,Norco Bicycles,Standard,low,medium,958,748,1996-11-11
11972,58,3039,2017-10-11,1,OHM Cycles,Standard,medium,medium,912,141,2015-10-20
11973,80,1925,2017-12-18,1,OHM Cycles,Touring,low,medium,1073,933,1998-12-18
11974,3,2652,2017-11-04,1,Trek Bicycles,Standard,medium,large,2091,388,2007-08-06
11979,55,2101,2017-11-21,1,Trek Bicycles,Road,medium,large,1894,598,2014-03-05
11981,52,632,2017-11-19,0,OHM Cycles,Road,medium,medium,1280,829,1997-01-27
11983,56,2842,2017-11-21,1,OHM Cycles,Standard,medium,medium,183,137,1997-10-06
11990,40,1686,2017-10-13,0,OHM Cycles,Standard,high,medium,1458,874,2011-05-11
11992,13,1918,2017-12-29,0,Solex,Standard,medium,medium,1163,589,2016-07-11
11999,22,1974,2017-11-28,0,WeareA2B,Standard,medium,medium,60,45,1993-10-04
12001,22,1407,2017-12-21,0,WeareA2B,Standard,medium,medium,60,45,1993-07-17
12008,94,321,2017-12-18,1,Giant Bicycles,Standard,medium,large,1635,993,2007-12-13
12033,52,1937,2017-11-26,1,OHM Cycles,Road,medium,medium,1280,829,2001-11-27
12040,73,3104,2017-10-23,1,Solex,Standard,medium,medium,1945,333,2006-05-24
12043,76,1445,2017-10-20,0,WeareA2B,Standard,low,medium,642,513,2014-10-12
12044,87,2060,2017-12-25,0,Giant Bicycles,Standard,high,medium,1179,707,1997-08-27
12045,35,1079,2017-12-13,0,Trek Bicycles,Standard,low,medium,1057,154,1994-07-14
12048,43,1029,2017-11-30,0,Solex,Standard,medium,medium,1151,649,1999-12-06
12051,30,1974,2017-10-18,1,Solex,Standard,high,medium,748,448,2006-11-12
12053,35,906,2017-12-01,0,Giant Bicycles,Standard,medium,medium,1403,954,1991-11-09
12054,76,1790,2017-11-28,1,WeareA2B,Standard,low,medium,642,513,2014-10-12
12055,51,2592,2017-11-06,0,OHM Cycles,Standard,high,medium,2005,1203,2012-04-12
12062,0,3386,2017-12-23,1,Norco Bicycles,Road,medium,medium,544,376,2002-09-02
12066,0,1760,2017-11-06,1,WeareA2B,Standard,medium,small,175,131,2003-02-18
12067,34,1007,2017-11-09,0,Norco Bicycles,Road,high,large,774,464,2003-03-20
12068,16,2569,2017-10-16,1,Norco Bicycles,Standard,high,small,1661,1479,1994-09-11
12069,91,707,2017-10-18,0,Solex,Standard,medium,medium,100,75,2013-06-11
12071,41,1216,2017-12-23,0,Solex,Road,medium,medium,416,312,2014-07-30
12078,13,1438,2017-12-24,0,Solex,Standard,medium,medium,1163,589,2003-08-07
12079,32,2154,2017-10-29,0,Giant Bicycles,Standard,high,medium,1179,707,1997-08-27
12094,17,2283,2017-10-13,0,WeareA2B,Touring,medium,large,1362,57,1993-04-22
12095,63,753,2017-11-03,0,Solex,Standard,medium,medium,1483,99,2015-04-13
12116,42,3133,2017-12-19,1,OHM Cycles,Road,medium,small,1810,1610,2008-03-21
12117,19,2501,2017-11-12,0,OHM Cycles,Road,high,large,12,7,1993-07-17
12120,65,1145,2017-10-26,1,WeareA2B,Standard,medium,medium,1807,778,1992-10-04
12121,47,54,2017-10-12,1,Trek Bicycles,Road,low,small,1720,1531,2003-02-18
12131,22,280,2017-11-07,1,WeareA2B,Standard,medium,medium,60,45,1991-08-07
12132,89,2182,2017-12-13,1,Giant Bicycles,Standard,medium,large,1812,582,2007-12-13
12134,83,1536,2017-11-09,1,Solex,Touring,medium,large,2083,675,2005-05-12
12136,26,2462,2017-11-12,1,WeareA2B,Standard,medium,medium,1992,762,1993-05-28
12141,82,1038,2017-12-18,0,Norco Bicycles,Standard,high,medium,1148,689,1993-04-22
12146,35,2198,2017-12-05,1,Trek Bicycles,Standard,low,medium,1057,154,2006-02-04
12152,4,2799,2017-12-01,0,Giant Bicycles,Standard,high,medium,1129,677,2005-08-11
12154,69,2312,2017-11-19,0,Giant Bicycles,Road,medium,medium,792,594,2016-11-24
12159,92,1427,2017-11-01,0,WeareA2B,Touring,medium,large,1890,260,1991-01-23
12182,51,1777,2017-10-21,0,OHM Cycles,Standard,high,medium,2005,1203,2012-04-12
12193,43,894,2017-11-12,1,Norco Bicycles,Standard,medium,medium,1555,818,2015-08-04
12202,74,1973,2017-11-13,1,WeareA2B,Standard,medium,medium,1762,950,2016-11-16
12207,80,2476,2017-12-16,1,Trek Bicycles,Standard,medium,large,1469,596,2012-05-20
12208,43,1423,2017-12-06,0,Solex,Standard,medium,medium,1151,649,1997-02-11
12214,94,2168,2017-12-28,0,Giant Bicycles,Standard,medium,large,1635,993,2004-01-18
12220,9,1818,2017-12-06,1,OHM Cycles,Road,medium,medium,742,667,2014-03-05
12233,30,536,2017-10-08,1,Solex,Standard,high,medium,748,448,2015-04-13
12257,69,2009,2017-10-28,0,Giant Bicycles,Road,medium,medium,792,594,2011-01-12
12259,20,3143,2017-11-02,1,Trek Bicycles,Standard,medium,small,1775,1580,2010-05-07
12263,84,908,2017-12-26,1,Trek Bicycles,Road,medium,medium,290,215,1993-04-22
12266,62,1476,2017-12-06,1,Solex,Standard,medium,medium,478,298,2010-08-22
12269,93,1775,2017-11-08,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
12274,0,2687,2017-12-13,1,WeareA2B,Standard,medium,medium,60,45,1991-11-12
12277,5,3396,2017-10-20,0,Trek Bicycles,Mountain,low,medium,574,459,2016-07-11
12285,32,1608,2017-12-18,0,Giant Bicycles,Standard,medium,medium,642,211,2003-03-20
12286,62,1511,2017-12-14,0,Solex,Standard,medium,medium,478,298,1993-06-25
12290,77,2976,2017-11-03,0,Norco Bicycles,Road,medium,large,1240,795,2011-01-12
12293,2,2382,2017-10-11,1,Solex,Standard,medium,medium,71,53,2003-02-09
12297,3,2879,2017-12-16,1,Trek Bicycles,Standard,medium,large,2091,388,2003-02-09
12300,80,3006,2017-11-30,1,OHM Cycles,Touring,low,medium,1073,933,2004-08-09
12304,99,475,2017-12-06,1,OHM Cycles,Standard,medium,medium,1227,770,1994-08-12
12310,38,2548,2017-11-02,0,Solex,Standard,medium,medium,1577,826,2011-03-18
12311,85,2661,2017-12-22,1,WeareA2B,Standard,medium,medium,1228,400,2014-10-12
12317,82,698,2017-10-15,0,Giant Bicycles,Road,medium,medium,1538,829,2004-07-27
12332,50,2884,2017-11-23,0,WeareA2B,Standard,medium,small,175,131,2003-02-18
12335,83,2788,2017-11-16,1,Solex,Touring,medium,large,2083,675,2013-09-18
12336,98,2653,2017-12-27,1,Trek Bicycles,Standard,high,medium,358,215,2004-01-18
12338,10,1168,2017-11-01,0,WeareA2B,Touring,medium,medium,1466,363,2014-03-05
12340,43,1152,2017-12-06,0,Solex,Standard,medium,medium,1151,649,1999-12-06
12341,51,1890,2017-11-16,0,OHM Cycles,Standard,high,medium,2005,1203,2012-04-12
12354,35,2161,2017-11-08,1,Trek Bicycles,Standard,low,medium,1057,154,1994-07-14
12357,67,3222,2017-12-15,1,Norco Bicycles,Road,medium,medium,544,376,2005-10-24
12359,2,2192,2017-11-04,1,Solex,Standard,medium,medium,71,53,2012-12-04
12366,33,2934,2017-10-30,0,Giant Bicycles,Standard,medium,small,1311,1167,2007-12-13
12367,93,1820,2017-10-08,1,WeareA2B,Standard,medium,medium,1065,230,2000-11-05
12370,84,3223,2017-11-23,1,Trek Bicycles,Road,medium,medium,290,215,2004-08-09
12371,46,1494,2017-10-08,1,Solex,Standard,low,medium,1289,74,2012-04-12
12372,28,2232,2017-11-01,0,Norco Bicycles,Standard,medium,small,1216,1082,2002-03-24
12376,89,1539,2017-10-26,1,WeareA2B,Touring,medium,large,1362,57,2000-11-05
12388,43,936,2017-11-28,1,Norco Bicycles,Standard,medium,medium,1555,818,2003-09-11
12389,83,3411,2017-11-30,1,Solex,Touring,medium,large,2083,675,2013-09-18
12397,39,1180,2017-11-01,0,Giant Bicycles,Standard,medium,large,1812,582,2010-06-09
12399,100,1670,2017-10-31,1,Norco Bicycles,Road,medium,medium,1036,206,1991-05-08
12409,33,115,2017-12-15,0,Giant Bicycles,Standard,medium,small,1311,1167,1992-10-13
12414,3,1095,2017-12-02,0,Trek Bicycles,Standard,medium,large,2091,388,2012-04-12
12417,85,745,2017-12-19,1,WeareA2B,Standard,medium,medium,752,205,2003-01-07
12431,86,2564,2017-11-13,0,OHM Cycles,Standard,medium,medium,235,125,2004-08-09
12439,0,842,2017-11-05,1,OHM Cycles,Road,high,large,12,7,2009-03-10
12443,4,3253,2017-12-25,0,Solex,Standard,medium,medium,1483,99,2012-05-20
12444,57,1182,2017-10-20,1,WeareA2B,Touring,medium,large,1890,260,1993-07-22
12446,25,1769,2017-11-24,0,Giant Bicycles,Road,medium,medium,1538,829,2002-03-24
12449,61,70,2017-12-10,1,OHM Cycles,Standard,low,medium,71,56,2015-06-19
12453,12,151,2017-12-30,0,WeareA2B,Standard,medium,medium,1231,161,2010-11-07
12454,99,3300,2017-12-15,0,OHM Cycles,Standard,medium,medium,1227,770,1994-08-12
12464,72,1467,2017-11-28,1,Norco Bicycles,Standard,medium,medium,360,270,2006-05-24
12465,23,2165,2017-10-26,0,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
12466,96,2444,2017-11-16,0,Giant Bicycles,Standard,medium,large,1635,993,2013-06-11
12469,28,256,2017-10-16,1,Solex,Road,medium,small,1703,1516,2007-08-06
12471,87,2492,2017-11-21,0,OHM Cycles,Standard,medium,medium,1636,44,2010-08-22
12475,73,3173,2017-11-15,0,Solex,Standard,medium,medium,1945,333,1991-07-12
12479,70,3329,2017-12-12,1,Norco Bicycles,Road,medium,medium,1036,206,1991-05-08
12482,52,2193,2017-10-08,1,OHM Cycles,Road,medium,medium,1280,829,1991-01-23
12483,45,308,2017-12-01,1,Trek Bicycles,Road,low,medium,980,234,2004-09-30
12488,31,1035,2017-12-17,1,Giant Bicycles,Standard,medium,medium,230,173,2002-03-24
12493,88,216,2017-12-14,1,Norco Bicycles,Standard,high,small,1661,1479,1994-09-11
12498,17,3267,2017-10-03,1,WeareA2B,Touring,medium,large,1362,57,2003-09-12
12508,48,2528,2017-10-15,1,WeareA2B,Standard,medium,medium,1762,950,2014-07-30
12511,81,583,2017-10-12,1,Norco Bicycles,Standard,medium,small,586,521,1991-07-12
12514,31,908,2017-10-02,1,Giant Bicycles,Standard,medium,medium,230,173,2002-03-24
12516,49,2962,2017-10-14,0,Trek Bicycles,Road,medium,medium,533,400,1997-10-06
12517,0,2306,2017-12-24,1,Giant Bicycles,Standard,medium,large,569,528,2004-01-18
12524,47,1960,2017-10-22,1,Trek Bicycles,Road,low,small,1720,1531,2003-02-18
12526,23,266,2017-11-28,1,Norco Bicycles,Mountain,low,small,688,612,1993-10-04
12529,28,2152,2017-10-25,0,Norco Bicycles,Standard,medium,small,1216,1082,1991-11-12
12531,50,2484,2017-12-03,1,WeareA2B,Standard,medium,small,175,131,2012-04-12
12536,2,2693,2017-11-04,0,Giant Bicycles,Road,low,small,590,525,1992-10-04
12539,35,428,2017-11-09,0,Giant Bicycles,Standard,medium,medium,1403,954,2011-08-31
12543,91,2652,2017-11-10,0,Solex,Standard,medium,medium,100,75,2013-06-11
12552,0,2868,2017-12-05,1,OHM Cycles,Standard,high,medium,227,136,2003-02-09
12553,88,3044,2017-12-26,0,Norco Bicycles,Standard,medium,medium,1198,381,2003-01-07
12555,72,3150,2017-10-04,0,Norco Bicycles,Standard,medium,medium,360,270,2016-12-08
12558,2,1764,2017-12-28,1,Solex,Standard,medium,medium,71,53,2003-02-09
12562,71,2996,2017-10-10,1,Solex,Standard,high,large,1842,1105,1995-10-26
12563,83,3269,2017-11-25,0,Solex,Touring,medium,large,2083,675,2013-09-18
12564,70,359,2017-12-04,1,Trek Bicycles,Standard,high,medium,495,297,2011-01-12
12565,60,1500,2017-11-17,1,Giant Bicycles,Standard,high,small,1977,1759,2011-08-26
12572,70,3486,2017-12-21,1,Trek Bicycles,Standard,high,medium,495,297,2015-04-13
12577,68,2644,2017-10-31,0,OHM Cycles,Standard,medium,medium,1636,44,2010-08-22
12582,92,1927,2017-10-01,1,WeareA2B,Standard,medium,small,1415,1259,2004-01-18
12587,5,2952,2017-12-03,1,Giant Bicycles,Standard,high,medium,1129,677,2004-08-19
12589,35,1406,2017-12-02,1,Giant Bicycles,Standard,medium,medium,1403,954,2016-11-16
12590,68,1303,2017-10-21,1,OHM Cycles,Standard,medium,medium,1636,44,2010-08-22
12594,46,1253,2017-12-26,1,Solex,Standard,low,medium,1289,74,2007-12-13
12596,33,1134,2017-12-27,1,Giant Bicycles,Standard,medium,small,1311,1167,1992-10-13
12602,85,2226,2017-11-11,1,WeareA2B,Standard,medium,medium,752,205,2015-08-04
12606,72,1600,2017-10-28,1,OHM Cycles,Standard,medium,medium,912,141,2015-10-20
12607,1,1307,2017-10-01,0,Giant Bicycles,Touring,medium,large,1873,863,2006-05-24
12618,28,2092,2017-11-11,0,Solex,Road,medium,small,1703,1516,2011-04-18
12622,86,3371,2017-11-19,1,OHM Cycles,Standard,medium,medium,235,125,2004-08-09
12629,3,902,2017-10-11,1,Trek Bicycles,Standard,medium,large,2091,388,2012-09-17
12634,54,2622,2017-12-14,1,WeareA2B,Standard,medium,medium,1292,13,2009-04-14
12637,0,1731,2017-11-11,0,Solex,Standard,medium,medium,71,53,2012-12-04
12642,60,2916,2017-11-12,0,Giant Bicycles,Standard,high,small,1977,1759,2010-11-07
12645,0,453,2017-10-27,1,Trek Bicycles,Road,medium,medium,290,215,2004-12-20
12654,43,597,2017-10-30,1,Solex,Standard,medium,medium,1151,649,1999-12-06
12655,30,817,2017-12-14,0,Solex,Standard,high,medium,748,448,2006-11-12
12658,94,693,2017-11-19,0,Giant Bicycles,Standard,medium,large,1635,993,2016-03-31
12664,33,464,2017-12-21,1,Giant Bicycles,Standard,medium,small,1311,1167,2011-03-18
12667,89,1594,2017-12-30,1,WeareA2B,Touring,medium,large,1362,57,2016-07-11
12669,89,2454,2017-11-03,0,WeareA2B,Touring,medium,large,1362,57,2002-10-12
12681,29,2360,2017-12-03,0,WeareA2B,Standard,medium,medium,1065,230,2013-06-11
12694,89,1550,2017-11-18,0,WeareA2B,Touring,medium,large,1362,57,2016-03-31
12697,31,558,2017-10-27,0,Giant Bicycles,Standard,medium,medium,230,173,2006-11-12
12700,34,2890,2017-10-05,0,Norco Bicycles,Road,high,large,774,464,1994-07-14
12702,0,2971,2017-12-03,1,OHM Cycles,Standard,high,medium,227,136,2004-08-19
12704,57,2986,2017-12-02,0,WeareA2B,Touring,medium,large,1890,260,1991-01-23
12705,4,1415,2017-11-03,1,Solex,Standard,medium,medium,1483,99,1995-10-26
12707,14,561,2017-10-21,0,Trek Bicycles,Standard,medium,small,1386,1234,2003-08-07
12714,63,999,2017-10-15,0,WeareA2B,Standard,medium,medium,1992,762,2004-07-27
12715,81,1717,2017-11-14,0,Norco Bicycles,Standard,medium,small,586,521,1991-07-12
12726,7,74,2017-12-02,0,Trek Bicycles,Road,low,medium,980,234,2014-03-05
12727,73,2113,2017-11-27,1,Solex,Standard,medium,medium,1945,333,2002-09-02
12729,52,647,2017-11-18,1,OHM Cycles,Road,medium,medium,1280,829,2015-08-04
12731,64,2561,2017-10-24,0,Giant Bicycles,Standard,high,small,1977,1759,2011-08-26
12735,45,742,2017-12-20,1,Solex,Standard,medium,medium,441,84,1993-04-14
12737,88,3173,2017-10-17,0,Norco Bicycles,Standard,medium,medium,1198,381,2000-11-05
12738,47,2701,2017-11-08,0,Trek Bicycles,Road,low,small,1720,1531,2001-11-27
12739,29,1070,2017-11-01,1,Norco Bicycles,Road,medium,medium,543,407,2016-11-24
12741,36,615,2017-10-25,1,Solex,Standard,low,medium,945,507,1995-12-21
12742,57,195,2017-11-18,1,WeareA2B,Touring,medium,large,1890,260,1994-09-11
12747,70,17,2017-10-11,1,Trek Bicycles,Standard,high,medium,495,297,2000-05-24
